id,member_id,ssn,first_name,last_name,gender,race,language,phone,email,address_line_1,address_line_2,city,state,zip,existing_conditions
764,34-856-6223,,Karylin,Kainz,Female,Pakistani,,303-735-1124,kkainzl7@sohu.com,11483 Warbler Hill,,Denver,Colorado,80279,TRUE
765,92-838-6778,615-32-7730,Sherry,Phipard-Shears,Male,,Tok Pisin,323-284-0524,sphipardshearsl8@uiuc.edu,9602 Lighthouse Bay Crossing,2756,Pasadena,California,91103,
766,65-365-8109,228-55-5916,Kylie,Phython,,,Swati,,kphythonl9@spotify.com,31 Eagan Point,41,Pasadena,California,91186,TRUE
767,87-804-4026,611-87-7205,Brnaby,Melin,Male,Tlingit-Haida,,,bmelinla@wikispaces.com,648 Park Meadow Plaza,9999,Alexandria,Virginia,22313,
768,85-176-2379,255-56-1342,Jed,Nunns,Male,,Moldovan,814-254-9874,jnunnslb@craigslist.org,39205 Summit Park,,Erie,Pennsylvania,16522,
769,87-358-0881,,Ara,Scargle,,Osage,,,,701 Ridgeview Trail,,Carlsbad,California,92013,TRUE
770,45-658-8673,698-20-2510,Shanie,Ugoletti,Female,,,607-348-6394,sugolettild@unc.edu,7992 School Parkway,,Elmira,New York,14905,TRUE
771,06-386-8189,,Ericha,Anton,Female,,Tamil,,eantonle@sbwire.com,10277 Kenwood Place,,San Francisco,California,94154,
772,14-425-4274,873-82-3755,Barnabas,Lineker,Male,,Greek,,,03511 Boyd Hill,,Virginia Beach,Virginia,23459,
773,17-592-5642,217-81-0283,Evey,Cotty,Female,Dominican (Dominican Republic),Malayalam,408-172-8744,ecottylg@desdev.cn,8507 Buena Vista Way,54684,San Jose,California,95160,
774,42-692-1392,596-15-0691,Jyoti,Draude,,Black or African American,,760-564-2856,,5626 Waxwing Junction,,San Bernardino,California,92415,
775,40-412-9486,608-48-1318,Holmes,Ginner,,,Icelandic,213-551-7348,hginnerli@ow.ly,2632 Johnson Center,,Los Angeles,California,90071,
776,81-273-4818,782-07-3019,Anthe,Parratt,Male,Comanche,,785-234-0714,,1006 Victoria Court,,Topeka,Kansas,66622,TRUE
777,91-380-3780,,Lamar,Rapo,,,German,805-135-1719,,59 Petterle Terrace,,Simi Valley,California,93094,
778,31-449-1799,750-37-5416,Nicholle,Hayball,,,,347-265-3608,nhayballll@patch.com,967 East Avenue,,Bronx,New York,10469,TRUE
779,89-600-6875,787-92-9271,Zacherie,Flood,Male,,Azeri,719-208-5461,zfloodlm@xrea.com,53 Clove Avenue,3,Colorado Springs,Colorado,80915,
780,05-612-7532,279-10-4233,Riki,Bradman,Male,Bolivian,Tok Pisin,,,7 School Park,,San Bernardino,California,92415,
781,37-703-7707,359-20-2842,Cloris,Cadwallader,Male,,,,,824 Russell Avenue,,Salinas,California,93907,
782,91-855-9481,526-08-4652,Fara,Gillice,Female,Micronesian,Mongolian,757-272-6897,,08330 1st Street,579,Norfolk,Virginia,23509,
783,32-274-2680,,Rochette,Ettridge,,,Malagasy,716-140-9324,,612 Northfield Plaza,,Buffalo,New York,14276,FALSE
784,30-074-0583,356-69-6685,Alvera,Otto,,,Spanish,408-684-7942,aottolr@bizjournals.com,39 Briar Crest Hill,,San Jose,California,95194,TRUE
785,83-802-3033,,Joelly,Harmar,Male,Houma,Quechua,719-642-9177,,5688 Starling Street,,Colorado Springs,Colorado,80935,
786,22-291-0118,,Obadiah,Boissier,Male,White,,,,29 Crescent Oaks Place,,Scranton,Pennsylvania,18505,
787,20-505-4526,851-44-8076,Cleavland,O'Cahsedy,,,,717-357-4118,cocahsedylu@whitehouse.gov,95580 Melody Center,460,Harrisburg,Pennsylvania,17121,
788,11-526-2011,120-06-0386,Fae,Skipper,,Chinese,,212-987-1361,fskipperlv@seesaa.net,74166 Talisman Court,,New York City,New York,10131,
789,71-015-5313,819-22-5743,Angelica,Artiss,Female,Mexican,Sotho,,,7 Sommers Lane,1647,San Jose,California,95128,
790,59-036-1141,,Korie,Cory,,,,,,83 Talmadge Road,,Littleton,Colorado,80126,
791,36-579-5552,177-07-5509,Adele,Duro,,,Thai,814-814-0117,aduroly@google.com,23631 North Circle,,Erie,Pennsylvania,16522,FALSE
792,66-764-4413,546-86-2415,Baryram,D'Ugo,Female,,Oriya,315-669-8699,bdugolz@dyndns.org,638 7th Pass,0,Rochester,New York,14614,
793,40-910-5214,862-82-5506,Raeann,Parlour,Female,,Chinese,,rparlourm0@comcast.net,0 Mallory Drive,,Pasadena,California,91199,
794,87-459-8276,,Bessie,Tomasik,Female,Chickasaw,Polish,,btomasikm1@bandcamp.com,59762 Iowa Road,6,Harrisburg,Pennsylvania,17121,FALSE
795,85-278-6158,,Culver,McCleary,Female,,,,cmcclearym2@bravesites.com,2 Claremont Drive,49,San Jose,California,95160,
796,85-938-0934,809-07-7677,Holden,Zohrer,Male,,,,hzohrerm3@aboutads.info,10 Nobel Place,,Los Angeles,California,90010,FALSE
797,49-997-1176,875-49-9961,Mac,Lipman,Female,Asian Indian,Kurdish,316-914-2882,mlipmanm4@prweb.com,651 Sauthoff Road,34,Wichita,Kansas,67210,
798,63-829-9287,156-62-1354,Rollie,Bosket,Female,Native Hawaiian,Gujarati,,,16747 Judy Parkway,72331,Corona,California,92883,
799,35-544-3273,,Manuel,Whittock,,Native Hawaiian,Estonian,,,06 Independence Hill,,Buffalo,New York,14276,
800,58-201-9679,784-15-4770,Dmitri,Clew,,Peruvian,Azeri,,dclewm7@jugem.jp,17422 Almo Way,,Sacramento,California,95833,
801,86-289-2416,,Clint,McLafferty,Female,Uruguayan,,571-667-6665,,622 Hallows Point,55,Arlington,Virginia,22212,
802,48-376-6724,,Darrin,Axel,Female,Latin American Indian,Telugu,,,66 Coolidge Terrace,39,Santa Monica,California,90410,TRUE
803,80-030-1565,316-10-0731,Uriah,Hassan,,,Quechua,,,46273 Larry Center,,Richmond,California,94807,
804,32-329-7626,,Gertie,Culvey,Female,Puget Sound Salish,,,gculveymb@godaddy.com,2 Pennsylvania Place,3855,Philadelphia,Pennsylvania,19151,
805,55-426-8783,886-49-8637,Karina,Anselm,Female,,,516-233-3706,kanselmmc@goo.gl,9 West Center,334,Great Neck,New York,11024,
806,05-440-8628,134-63-0911,Roley,Minney,,Cuban,Macedonian,,rminneymd@fastcompany.com,768 Pawling Road,85,Sunnyvale,California,94089,
807,13-695-6031,219-81-1675,Cookie,Ricca,Female,Cambodian,Lithuanian,,criccame@parallels.com,471 Forest Road,,Los Angeles,California,90071,
808,61-496-5393,,Cleve,Perrins,Female,,,-3210,cperrinsmf@skyrock.com,2672 Packers Lane,,Pittsburgh,Pennsylvania,15266,TRUE
809,71-179-6294,720-66-6011,Tessi,Siddeley,Female,,,,,518 Orin Parkway,,Pittsburgh,Pennsylvania,15255,
810,07-002-4254,543-40-6661,Isis,Riccione,Female,,Swati,719-220-3224,iriccionemh@51.la,24361 Norway Maple Parkway,,Colorado Springs,Colorado,80945,TRUE
811,06-170-2618,,Dean,Tylor,Male,,Tsonga,434-529-7490,dtylormi@cpanel.net,620 Melrose Crossing,5,Lynchburg,Virginia,24515,
812,66-201-0334,,Brina,Muckleston,Female,Thai,,303-876-8712,,465 Butternut Way,1116,Denver,Colorado,80279,
813,91-248-3025,663-99-3539,Krissie,Boshier,,Chippewa,,814-865-1226,kboshiermk@canalblog.com,55 Linden Place,,Erie,Pennsylvania,16534,FALSE
814,63-231-0364,752-72-4729,Curry,Fer,Female,,,804-784-9636,cferml@livejournal.com,7 Fisk Point,8,Richmond,Virginia,23237,
815,28-817-3349,,Adolph,Coaten,,,Spanish,,,6 Florence Drive,5856,Bethlehem,Pennsylvania,18018,
816,34-124-9768,681-54-6590,Consuelo,Stubbe,Female,Melanesian,,805-281-8426,,642 Brentwood Way,,Bakersfield,California,93305,
817,06-811-9681,,Mavra,MacTague,Female,,,,mmactaguemo@moonfruit.com,99705 Packers Circle,,Sacramento,California,94291,FALSE
818,06-977-8615,,Elenore,Linning,Female,Chickasaw,Lithuanian,757-151-8932,,725 Fordem Pass,,Virginia Beach,Virginia,23454,
819,09-484-0831,,Darell,Hryniewicki,Male,,Kurdish,914-407-9729,dhryniewickimq@fc2.com,67 Towne Hill,9,Staten Island,New York,10310,
820,40-956-6829,126-55-1221,Flem,Fothergill,Female,,,310-137-9961,ffothergillmr@istockphoto.com,4 Hoffman Alley,258,Long Beach,California,90805,TRUE
821,67-659-6933,306-02-5144,Konstantin,Doag,,Shoshone,Tswana,,,3 Weeping Birch Junction,,Norfolk,Virginia,23514,TRUE
822,48-345-8424,853-52-5614,Ania,Aughtie,Female,Mexican,Polish,,aaughtiemt@npr.org,3 Monument Terrace,,Wilkes Barre,Pennsylvania,18706,FALSE
823,85-715-5402,870-98-2519,Bord,Henkmann,Male,,Tsonga,757-413-0780,,690 Oak Court,,Newport News,Virginia,23605,
824,82-582-4992,,Imelda,Banfield,Female,Ecuadorian,,212-982-8976,ibanfieldmv@odnoklassniki.ru,55 Brentwood Parkway,,New York City,New York,10125,TRUE
825,37-160-2184,,Lorri,McLucky,,Lumbee,Māori,858-366-4787,lmcluckymw@marriott.com,3 Hanson Way,,Oceanside,California,92056,FALSE
826,67-643-6020,528-56-4950,Viv,Grievson,Male,,Indonesian,,,596 Beilfuss Junction,,Rochester,New York,14614,
827,51-571-7148,543-60-1791,Lurline,Patroni,,,Amharic,-7782,lpatronimy@xinhuanet.com,52 Upham Lane,,Pittsburgh,Pennsylvania,15266,
828,86-088-2904,234-65-3580,Livia,Burberry,,,Lithuanian,,lburberrymz@slate.com,86873 Wayridge Hill,,Jamaica,New York,11470,
829,74-209-2631,,Mahmud,Seath,Female,Crow,Dari,310-373-0657,mseathn0@engadget.com,7 Glendale Lane,1,Los Angeles,California,90040,TRUE
830,98-884-1473,,Aime,Sulter,Female,,,,,7 Fairview Terrace,79145,Albany,New York,12210,TRUE
831,90-493-7061,118-15-2934,Hillier,Fechnie,Male,,,,hfechnien2@delicious.com,8733 Monterey Street,76,Pittsburgh,Pennsylvania,15255,
832,96-944-9284,218-69-4664,Lyn,Gaber,Female,Creek,Swati,,,6 Lien Pass,,Los Angeles,California,90055,
833,55-752-6707,570-07-4328,Blondie,McKillop,,,Indonesian,,bmckillopn4@twitpic.com,224 Heffernan Center,584,Grand Junction,Colorado,81505,
834,02-595-9031,525-22-2176,Lonee,Virgo,Female,,Swahili,,,8939 Westend Hill,,Denver,Colorado,80262,FALSE
835,68-200-7526,181-46-0998,Travus,Paddingdon,Female,,Gagauz,949-487-1400,tpaddingdonn6@quantcast.com,917 Morning Road,,Newport Beach,California,92662,TRUE
836,68-724-6089,107-02-1067,Patrizio,Urrey,,Bolivian,Bulgarian,585-927-3505,purreyn7@phpbb.com,2929 Porter Avenue,,Rochester,New York,14604,
837,79-491-8137,,Clayson,Seamarke,Male,,Macedonian,,,8 Forster Place,453,Glendale,California,91210,
838,67-188-9633,,Rance,Fierro,,,Azeri,917-920-7001,rfierron9@desdev.cn,89 Nobel Road,,New York City,New York,10045,
839,79-290-5297,676-48-9648,Clevie,Wickliffe,,,Hindi,,cwickliffena@51.la,464 Harbort Court,,Buffalo,New York,14276,
840,52-768-7207,878-14-2915,Noelyn,Wilshaw,Male,Seminole,Korean,913-578-7190,nwilshawnb@cnbc.com,86321 Debra Hill,,Kansas City,Kansas,66160,FALSE
841,36-474-4714,384-56-3962,Butch,Halwill,Male,Blackfeet,,,,1 Golden Leaf Road,,Pittsburgh,Pennsylvania,15286,
842,41-145-5992,784-53-9073,Madelaine,Harty,,Bangladeshi,,646-254-8000,,661 Mallard Avenue,,New York City,New York,10060,
843,35-130-4751,689-19-1624,Helen,Leveridge,Female,Pakistani,Lao,,hleveridgene@tuttocitta.it,2193 Pankratz Drive,27596,Los Angeles,California,90055,FALSE
844,12-487-5905,559-42-0270,Conrade,Nilles,Female,White,Kyrgyz,719-907-8251,,3979 Packers Junction,,Colorado Springs,Colorado,80935,FALSE
845,21-175-7814,,Janey,Veltman,Female,,Armenian,,jveltmanng@sakura.ne.jp,62 Hallows Pass,98,Aurora,Colorado,80045,
846,29-134-5669,,Rosabelle,Elwell,Female,,,,relwellnh@bravesites.com,06 Division Center,,Brooklyn,New York,11215,FALSE
847,40-283-8629,255-31-4782,Daria,Rembrant,,,,650-107-0800,,414 Glendale Junction,,Mountain View,California,94042,
848,85-931-0552,710-35-7755,Malory,Kleynermans,,Argentinian,,310-749-9038,,305 Nova Crossing,38281,Santa Monica,California,90410,
849,00-110-3963,477-75-4352,Dulsea,Rosterne,Female,,Telugu,,drosternenk@moonfruit.com,04361 Northfield Point,1,Whittier,California,90610,TRUE
850,99-722-0420,718-54-0803,Jerry,Leese,,Bolivian,,571-556-1005,,7475 Prairieview Point,,Reston,Virginia,22096,
851,12-143-4654,483-65-2415,Aloysia,Bradnam,Female,,,,,180 Scofield Crossing,,Los Angeles,California,90071,
852,08-047-4616,887-94-5285,Joelie,Bodleigh,Female,,Telugu,913-675-1917,jbodleighnn@php.net,15116 Merrick Court,,Shawnee Mission,Kansas,66286,
853,91-160-7899,476-99-4582,Dallas,McMarquis,Female,Chilean,Dzongkha,213-123-6165,,85375 Cascade Pass,,Los Angeles,California,90055,
854,45-005-7950,283-81-6357,Loleta,Southcomb,,South American,Kyrgyz,,,09 Dryden Place,,New York City,New York,10150,
855,50-038-2124,,Odele,Sinnie,,,French,717-779-9517,osinnienq@nytimes.com,311 Armistice Place,,Harrisburg,Pennsylvania,17126,
856,67-696-3647,,Lancelot,Siddaley,Male,,Spanish,,,1 Cherokee Way,227,Santa Cruz,California,95064,TRUE
857,84-280-3616,205-35-3844,Hattie,Burnet,Female,,,,,5690 Northridge Way,,Alexandria,Virginia,22309,TRUE
858,65-683-8051,292-46-9282,Gregory,Earwaker,Female,,Dari,970-550-5775,,9726 Fairfield Junction,46,Greeley,Colorado,80638,
859,40-399-9848,,Ola,Marvell,,,Sotho,,omarvellnu@admin.ch,241 Ronald Regan Hill,5121,Whittier,California,90605,
860,52-909-3337,183-48-5866,Bradan,Espinoy,Male,Honduran,Sotho,718-211-9859,bespinoynv@yale.edu,655 Carioca Circle,,Brooklyn,New York,11210,
861,40-021-6597,309-19-8437,Ruprecht,McEniry,Female,South American,Tamil,,,0024 Stang Trail,,New York City,New York,10170,
862,11-863-4547,,Leonanie,Kinforth,Female,,,916-830-7596,lkinforthnx@sitemeter.com,12 Pepper Wood Crossing,,Sacramento,California,95833,FALSE
863,82-774-2586,,Jodie,Dinse,Male,Salvadoran,Pashto,310-811-8419,jdinseny@multiply.com,6 Loeprich Park,,Fresno,California,93762,
864,26-193-8020,,Derick,Ketton,,Argentinian,Bengali,,,0663 Annamark Junction,,Bakersfield,California,93311,
865,88-577-2441,247-22-3434,Norbie,Mundie,,Apache,Hungarian,215-181-7375,nmundieo0@nymag.com,48 Judy Drive,,Philadelphia,Pennsylvania,19191,
866,76-828-9850,,Bennett,Arnhold,Male,,Thai,,barnholdo1@harvard.edu,5 Merrick Parkway,2,Hartford,Connecticut,6152,
867,79-738-5821,,Winne,Buzek,Female,Cambodian,,814-231-1339,wbuzeko2@people.com.cn,2 Waubesa Parkway,20,Erie,Pennsylvania,16550,
868,99-842-4826,326-24-1042,Aldridge,Rosedale,Female,,,,arosedaleo3@tinyurl.com,872 Union Trail,9,Greeley,Colorado,80638,
869,65-930-9931,,Idell,Gillise,Female,,Telugu,,igilliseo4@miitbeian.gov.cn,852 Derek Parkway,35036,Anaheim,California,92825,
870,96-162-5259,,Adi,Turrill,Female,Fijian,German,,aturrillo5@telegraph.co.uk,1 Chive Plaza,3,New York City,New York,10125,FALSE
871,16-879-4446,,Jeana,Meaders,Female,Yuman,,,,24 Sullivan Place,,Chesapeake,Virginia,23324,
872,13-141-8886,409-55-6998,Hedwiga,Dalley,Male,,English,,hdalleyo7@princeton.edu,115 New Castle Place,,Albany,New York,12210,
873,89-307-3575,,Carce,Driuzzi,,,Marathi,610-445-9947,cdriuzzio8@thetimes.co.uk,97018 Pawling Way,948,Allentown,Pennsylvania,18105,
874,86-452-8043,244-21-7824,Jenda,Revitt,Male,Tlingit-Haida,Hiri Motu,408-438-4496,jrevitto9@is.gd,4066 Kedzie Terrace,204,San Jose,California,95108,
875,87-983-9470,,Celisse,Caswill,Male,,Czech,818-151-5425,,32 Sherman Terrace,,Glendale,California,91210,
876,75-165-8806,540-50-7925,Zack,Welchman,,,,,zwelchmanob@utexas.edu,89758 Gina Road,20186,Irvine,California,92619,
877,48-509-1866,792-70-7302,Maxy,Turri,Male,,Afrikaans,516-857-6227,mturrioc@gmpg.org,3 Eastwood Lane,48,New Hyde Park,New York,11044,
878,03-131-3484,277-37-8770,Ashley,Burree,,,,,aburreeod@discuz.net,62 Crest Line Alley,,New York City,New York,10160,
879,34-958-1867,,Yul,Seleway,Female,Indonesian,,,yselewayoe@telegraph.co.uk,959 Morrow Point,,New York City,New York,10175,
880,14-450-2333,,Terri-jo,Rulf,,Tlingit-Haida,,,trulfof@un.org,278 Maple Wood Hill,,New York City,New York,10170,
881,74-388-2088,,Miguela,Eke,Male,,Bulgarian,916-124-1497,mekeog@yandex.ru,3002 Basil Street,4232,Sacramento,California,94237,TRUE
882,62-162-3992,,Celestine,Fahey,Female,,Guaraní,,,9851 Prentice Crossing,,Sacramento,California,94273,
883,71-433-5315,,Felizio,Birkwood,Female,Ecuadorian,Spanish,,fbirkwoodoi@themeforest.net,6 Lawn Trail,22078,Garden Grove,California,92844,
884,24-746-2623,684-60-5887,Peyter,Pinchback,Male,,,516-122-2478,ppinchbackoj@shop-pro.jp,520 Derek Park,,Port Washington,New York,11054,TRUE
885,11-873-6432,,Euell,Petchell,Male,American Indian,,516-152-4734,,96 Sunnyside Junction,,Hicksville,New York,11854,
886,65-716-4326,,Kimberlee,Chevins,Male,,,530-620-1560,,4 Golf Crossing,,Chico,California,95973,TRUE
887,86-849-0549,452-50-3095,Adolpho,Have,Male,,Somali,626-587-5645,,5071 Linden Road,,Pasadena,California,91199,TRUE
888,51-985-4776,565-91-7499,Terra,Matousek,Male,,,,,92517 Spaight Circle,,Los Angeles,California,90094,
889,94-672-4237,211-34-5461,Jo-ann,Pideon,,,Pashto,203-616-6537,,465 Dexter Alley,965,Danbury,Connecticut,6816,FALSE
890,74-228-3279,,Carola,Leimster,Female,South American,,,cleimsterop@google.com,44360 Goodland Trail,,Buffalo,New York,14225,
891,16-172-5178,,Hamilton,Lowrance,,,,323-493-6189,,89 Sundown Hill,85666,Los Angeles,California,90076,FALSE
892,77-603-7436,181-46-9058,Daniele,Bergeon,Female,Bangladeshi,,570-448-7837,,023 Cherokee Circle,,Wilkes Barre,Pennsylvania,18706,
893,67-122-7993,538-56-0316,Rhianon,Theobalds,Female,,Spanish,213-169-7937,rtheobaldsos@nbcnews.com,1 Clemons Crossing,,Los Angeles,California,90030,TRUE
894,37-582-5891,,Joan,Firidolfi,,,,,jfiridolfiot@omniture.com,5925 Carey Lane,269,San Rafael,California,94913,TRUE
895,28-847-3871,,Hunter,Hawney,Female,,,,hhawneyou@harvard.edu,612 Meadow Ridge Place,,Arlington,Virginia,22205,
896,17-717-5653,,Layne,Feighry,Male,Japanese,,814-970-5727,lfeighryov@macromedia.com,58372 Hoard Way,,Erie,Pennsylvania,16565,
897,61-466-3397,,Heath,Huntall,Male,Puerto Rican,,,hhuntallow@ycombinator.com,183 Graceland Junction,156,Norfolk,Virginia,23509,
898,74-818-8935,506-16-1745,Hermine,Fishly,Female,Venezuelan,,,hfishlyox@biblegateway.com,4547 Delladonna Hill,,Topeka,Kansas,66622,
899,20-299-2790,709-23-5066,Sheilah,Filipowicz,Female,,,,,3524 Tennessee Way,,New York City,New York,10270,
900,00-258-0567,,Kalinda,Heaney`,Male,Menominee,Kashmiri,,,3695 Shasta Plaza,,Los Angeles,California,90189,
901,48-573-3121,893-22-3772,Consuelo,Brettelle,,,Bengali,310-601-1153,cbrettellep0@de.vu,46722 Londonderry Center,699,Inglewood,California,90398,
902,63-743-0620,,Mycah,Dorking,Female,,,303-444-2445,mdorkingp1@google.ru,5 Springs Road,,Englewood,Colorado,80150,
903,92-694-1324,,Rivy,Tackell,,,Burmese,916-517-9013,rtackellp2@abc.net.au,4486 Prairieview Lane,485,Sacramento,California,94291,FALSE
904,89-711-4643,737-19-5090,Kenna,Cotte,Male,,,619-885-5320,,9 Pepper Wood Plaza,,San Diego,California,92176,
905,96-088-0715,,Andrea,Murrey,Female,,Chinese,,,2113 Schurz Street,3,Fresno,California,93726,FALSE
906,82-294-8712,476-80-1405,Lazarus,Hexham,,Native Hawaiian and Other Pacific Islander (NHPI),Lithuanian,,lhexhamp5@scribd.com,14 Sachtjen Hill,,Los Angeles,California,90030,
907,70-182-9887,490-42-0538,Bank,O'Deegan,,,,,bodeeganp6@tinypic.com,0 Bay Avenue,5012,Santa Cruz,California,95064,FALSE
908,23-658-8092,536-02-4838,Daffie,Espinola,,,Khmer,,despinolap7@mediafire.com,356 Lawn Point,,Oakland,California,94622,FALSE
909,67-597-6736,626-13-7111,Pavia,Kynd,Male,Samoan,,,pkyndp8@cpanel.net,81 Steensland Way,,Stamford,Connecticut,6912,TRUE
910,97-071-6664,517-34-8966,Reinaldos,Reeme,,,Chinese,,rreemep9@360.cn,08 Butterfield Terrace,,Stamford,Connecticut,6905,
911,81-274-5729,,Tisha,St Ledger,Female,,Arabic,,tstledgerpa@godaddy.com,70577 Morning Plaza,,Rochester,New York,14614,TRUE
912,55-393-8743,,Zonnya,TRUE,Female,Eskimo,Chinese,916-390-8938,,6 Erie Lane,,Sacramento,California,94250,TRUE
913,65-151-6510,,Tristan,Orford,Female,Chamorro,Gagauz,831-615-7483,torfordpc@jalbum.net,53971 5th Parkway,,Salinas,California,93907,
914,08-380-4101,567-35-8876,Hartwell,Capstake,Male,Samoan,English,,,01142 Huxley Parkway,859,New York City,New York,10125,
915,36-836-4792,,Nathanial,Curmi,,,Portuguese,858-785-8682,,7 Muir Terrace,597,San Francisco,California,94121,FALSE
916,34-108-4860,182-83-7732,Claudetta,Yong,,Tlingit-Haida,,913-635-7637,cyongpf@sciencedaily.com,65775 Orin Park,,Kansas City,Kansas,66160,
917,51-476-6617,,Ignacio,Stobbes,,,,213-965-3425,istobbespg@blogger.com,39219 Kensington Street,,Los Angeles,California,90030,TRUE
918,15-299-7746,,Ugo,Batter,,,,718-783-1607,,30139 Tennessee Street,41240,Bronx,New York,10459,
919,30-968-8531,854-89-3581,Ami,Trever,Female,,,415-609-4739,,49101 Katie Hill,,San Francisco,California,94121,
920,16-792-1700,,Eli,Joyes,Male,,,,,81430 Eggendart Road,,Brooklyn,New York,11210,
921,93-515-9743,451-35-9958,Ronny,Brandle,Male,Cherokee,,,rbrandlepk@columbia.edu,2859 Dryden Circle,377,Pittsburgh,Pennsylvania,15220,
922,34-104-0276,324-88-9462,Cindelyn,Ricket,,Central American,,,cricketpl@bravesites.com,7 Cody Center,400,Rochester,New York,14609,
923,70-413-6246,,Leesa,Elmhirst,,,,714-200-2112,lelmhirstpm@umich.edu,0282 Maple Lane,9655,Fresno,California,93762,FALSE
924,62-213-5718,695-08-2071,Ethelbert,Skeldon,Female,Korean,Persian,,,201 Westend Crossing,,Jamaica,New York,11470,
925,54-719-3147,,Kellina,Blooman,Female,Seminole,Assamese,916-347-8732,,06243 Dottie Street,,Sacramento,California,95813,
926,55-491-7981,396-34-0721,Lexis,Maulden,Female,Eskimo,Indonesian,,,37 Oak Valley Alley,,Littleton,Colorado,80126,FALSE
927,96-840-2703,828-55-8774,Delinda,Crookshanks,,Choctaw,Irish Gaelic,,,0674 Northfield Trail,530,Pasadena,California,91186,
928,38-340-4971,,Rory,MacGibbon,Female,,Dhivehi,718-378-5201,,9 Oakridge Drive,20,New York City,New York,10009,
929,39-237-3641,302-47-5462,Reinhold,Bon,Male,Cheyenne,,619-800-7163,rbonps@drupal.org,77898 Macpherson Road,158,San Diego,California,92153,
930,59-395-5862,289-76-7862,Rosita,Laudham,Male,Salvadoran,Belarusian,858-909-4739,,75884 Fulton Center,,San Diego,California,92110,
931,88-897-4192,122-37-4375,Wilow,Boddington,Female,Costa Rican,Dutch,303-228-7176,wboddingtonpu@un.org,2 Southridge Hill,2450,Englewood,Colorado,80150,FALSE
932,24-016-2581,598-25-9561,Latrena,Tumbelty,Female,,,,ltumbeltypv@typepad.com,76833 Blackbird Plaza,8722,Pittsburgh,Pennsylvania,15240,
933,51-090-2924,206-14-4837,Tobit,Kenworthey,Male,Japanese,Azeri,804-631-4154,tkenwortheypw@mapquest.com,03 Cardinal Circle,,Richmond,Virginia,23285,FALSE
934,89-711-8277,,Farley,Lindberg,Male,Alaskan Athabascan,,757-215-2731,flindbergpx@miitbeian.gov.cn,4 Elka Alley,,Newport News,Virginia,23605,TRUE
935,83-484-1770,742-83-7788,Nathanael,Pilmore,Male,Eskimo,Maltese,,,7 Dunning Hill,1,San Francisco,California,94159,TRUE
936,81-455-5773,,Francesca,Ahrenius,Male,Black or African American,West Frisian,316-334-1623,,93 Fallview Plaza,,Wichita,Kansas,67236,TRUE
937,31-928-5214,,Larry,Dempster,,Peruvian,Tok Pisin,,,20 Springs Trail,798,Reading,Pennsylvania,19610,
938,36-444-6612,,Erika,Cloney,Female,,Indonesian,,,3549 Oak Lane,3,Greeley,Colorado,80638,FALSE
939,06-852-0383,876-45-2408,Pauly,Petow,Female,,Persian,757-891-9389,ppetowq2@ning.com,13 Di Loreto Crossing,,Virginia Beach,Virginia,23454,
940,00-247-1252,,Timoteo,Duley,Female,,Portuguese,540-925-6779,tduleyq3@github.io,993 Delaware Junction,34557,Roanoke,Virginia,24034,
941,57-796-6050,,Skell,Corbridge,Female,Tongan,,,,33475 Dexter Place,,Colorado Springs,Colorado,80920,FALSE
942,94-522-2320,649-67-5180,Bank,Leinster,,,Filipino,757-147-4558,,16975 Graceland Pass,,Norfolk,Virginia,23514,FALSE
943,01-544-0282,419-43-4211,Dorise,MacGraith,,,,323-780-7399,,0 Mallory Junction,80,Los Angeles,California,90076,
944,20-220-1268,,Farra,Huxstep,Female,Yaqui,Tamil,860-120-3229,,482 Schlimgen Plaza,,West Hartford,Connecticut,6127,
945,47-131-9344,383-37-0366,Stacy,Cleiment,Female,,,,,01 Shoshone Junction,,Richmond,Virginia,23277,
946,65-944-1991,824-13-2405,Margaret,Casebourne,Female,Mexican,,209-910-0398,mcasebourneq9@oracle.com,66 Messerschmidt Plaza,,Garden Grove,California,92645,TRUE
947,10-073-1678,135-34-8975,Dore,Joy,,Pima,Kazakh,818-518-6793,djoyqa@illinois.edu,2434 Westport Crossing,,Glendale,California,91210,
948,74-225-3743,,Grissel,Gregoratti,,Blackfeet,,213-377-1499,,587 Brown Circle,1,Los Angeles,California,90055,
949,23-056-1124,562-63-9935,Evyn,Cossor,Male,,Dari,415-699-0319,,65731 Jackson Crossing,,San Francisco,California,94154,
950,25-725-1040,692-73-2078,Hughie,Cudbird,Male,Chinese,Dzongkha,303-779-7288,,0998 Independence Circle,,Denver,Colorado,80291,
951,62-880-6636,853-87-7694,Lonny,Wolsey,Female,,,,,980 Bowman Way,9,Colorado Springs,Colorado,80920,TRUE
952,68-234-4108,496-22-3795,Paulo,Mintoff,Female,Potawatomi,Marathi,913-656-5236,pmintoffqf@amazon.co.jp,7 Park Meadow Parkway,,Shawnee Mission,Kansas,66205,
953,40-408-5196,820-99-3108,Ellsworth,Terrans,,,Dzongkha,,eterransqg@nba.com,63841 Springview Street,,Inglewood,California,90305,TRUE
954,48-757-5431,,Norbert,Coupland,,,,,ncouplandqh@independent.co.uk,915 Hallows Parkway,8982,Los Angeles,California,90040,
955,28-698-4818,140-13-1973,Jude,Domanski,Male,American Indian,,757-224-1231,,327 Troy Pass,,Manassas,Virginia,22111,TRUE
